date,time,id_str,text,user_friends_count,user_followers_count,user_location,user_screen_name,user_verified,coordinates,retweet_count
2018/2/2,22:43,959557943678193669,Pet Allergy: Are You Allergic to #Dogs or Cats? via: https://t.co/jJQ6hI9rFd https://t.co/96z5iQFBhv,920,268,"25 Hart Drive Barrie, ON",cdsimcoecounty,False,,0
2018/2/2,14:56,959440318880976896,10 Parental Rules That Tell a Wise Family From a Good One via: https://t.co/52xG7SwY4I https://t.co/Vqvx56xxtD,920,268,"25 Hart Drive Barrie, ON",cdsimcoecounty,False,,0
2018/2/1,19:16,959143469477449728,Facts on cow&amp;rsquo;s milk #Alternatives: Parent FAQs via: https://t.co/jZl9vbrbEL https://t.co/zFUu9w9PNm,920,268,"25 Hart Drive Barrie, ON",cdsimcoecounty,False,,0
2018/2/1,14:45,959075139521531905,100+ Living Room Decorating Ideas You'll Love via: https://t.co/0NkaBuKZm2 https://t.co/aAMqCDKEyA,920,268,"25 Hart Drive Barrie, ON",cdsimcoecounty,False,,0
2018/1/31,22:32,958830390164279296,"Overall, Chem-Dry offers a healthier, more thorough #carpet #cleaning experience. https://t.co/U6FSWqXvMf",920,268,"25 Hart Drive Barrie, ON",cdsimcoecounty,False,,0
2018/1/31,14:3,958702303422410757,"Cute proof that dogs are more than pets, they are family - via: https://t.co/DEeZm98m94 https://t.co/N7B4L1C6JS",920,268,"25 Hart Drive Barrie, ON",cdsimcoecounty,False,,0
2018/1/30,21:4,958445860156727298,Slow Day At Work? Try One Of These Energizers via: https://t.co/93TXKnBoe9,920,268,"25 Hart Drive Barrie, ON",cdsimcoecounty,False,,0
2018/1/30,14:47,958350999026065410,Lectin-free vegan shirataki angel hair pasta with creamy chipotle avocado sauce via: https://t.co/ReZWllPFDJ https://t.co/sqknVYxRcm,920,268,"25 Hart Drive Barrie, ON",cdsimcoecounty,False,,0
2018/1/30,6:0,958218345702150152,"5 Star: Gayla L. ""Great service, everything as promised and on time. Would definitely use them again.""",920,268,"25 Hart Drive Barrie, ON",cdsimcoecounty,False,,0
2018/1/29,21:18,958086869375438853,I think we all secretly want to be a little cat like ;) https://t.co/0vYyA9P6sK,920,268,"25 Hart Drive Barrie, ON",cdsimcoecounty,False,,0
