date,time,id_str,text,user_friends_count,user_location,user_followers_count,user_screen_name,user_verified,coordinates,retweet_count
2018/1/28,8:6,957525381136908288,Opinion: The rot in USA Gymnastics goes beyond Larry Nassar https://t.co/6rTgI1ePo3,1457,11990348,"Washington, DC",washingtonpost,True,,51
2018/1/28,7:35,957517452677730304,Here's why Sturgill Simpson’s surprise SNL cameo with Chris Stapleton was a big deal https://t.co/evQwxKAVoQ,1457,11990348,"Washington, DC",washingtonpost,True,,30
2018/1/28,7:17,957512854709723136,Fareed Zakaria writes for The Post: Trump acted like a normal president in Davos. That’s good for all of us. https://t.co/1E2SycDhRl,1457,11990348,"Washington, DC",washingtonpost,True,,49
2018/1/28,6:46,957505240353341441,Sen. Marco Rubio fires chief of staff after allegations of ‘improper conduct’ https://t.co/Yf9syBEYEN,1457,11990348,"Washington, DC",washingtonpost,True,,68
2018/1/28,6:38,957503105628766208,Could hyperbaric treatment heal the brain? https://t.co/Y96vwzqdIh,1457,11990348,"Washington, DC",washingtonpost,True,,52
2018/1/28,6:6,957494964476350465,"From The Post's Editorial Board: Shall we protect Robert Mueller now, Mr. McConnell? https://t.co/fpPkGOlbqc",1457,11990348,"Washington, DC",washingtonpost,True,,301
2018/1/28,5:36,957487622301147136,Here’s when you should see a doctor about headaches https://t.co/0wyBlqmExn,1457,11990348,"Washington, DC",washingtonpost,True,,43
2018/1/28,5:4,957479548421107712,She was the face of women who put careers first. Here’s what happened when she wanted to be a mom. https://t.co/F32W0fOV7f,1457,11990348,"Washington, DC",washingtonpost,True,,26
2018/1/28,4:44,957474362021568512,An 89-year-old Holocaust survivor worries: What happens when we’re all gone? https://t.co/hgYOlZZST0,1457,11990348,"Washington, DC",washingtonpost,True,,404
2018/1/28,4:12,957466367963336704,"Opinion: What are you hiding, Mr. President? https://t.co/S5dd8keUjB",1457,11990348,"Washington, DC",washingtonpost,True,,258
2018/1/28,3:36,957457425061367808,How to survive a boring date — and even enjoy it https://t.co/goQJykJu3z,1457,11990348,"Washington, DC",washingtonpost,True,,44
2018/1/28,3:6,957449771748331521,Opinion: 2017 was bad. It may have been Trump’s high point. https://t.co/4YYix9uBPP,1457,11990348,"Washington, DC",washingtonpost,True,,162
2018/1/28,2:31,957440895825207296,"This dad wore a T-shirt at Disney that said ""In need of kidney."" It worked. https://t.co/X6Nh4NX1Kx",1457,11990348,"Washington, DC",washingtonpost,True,,302
2018/1/28,2:1,957433313924444162,"For those experiencing sleep paralysis, the disorder is a living nightmare https://t.co/5IKeJ7uX1c https://t.co/KzivyFOIt2",1457,11990348,"Washington, DC",washingtonpost,True,,59
2018/1/28,1:50,957430773975482369,"Home to 14 refugees, a Vermont city still grapples with the resettlement debate https://t.co/rXtCTfcAA4",1457,11990348,"Washington, DC",washingtonpost,True,,56
