date,time,id_str,text,user_friends_count,user_location,user_followers_count,user_screen_name,user_verified,coordinates,retweet_count
2018/1/27,12:22,957227196195786753,Here's the 2018 election calendar https://t.co/T55HTYaYbH,886,41003697,New York City,nytimes,True,,76
2018/1/27,12:3,957222534973415425,"Billionaire Saudi Prince, Alwaleed bin Talal, Is Freed From Detention https://t.co/lc06LnCXni",886,41003697,New York City,nytimes,True,,81
2018/1/27,12:3,957222425678286848,RT @nytopinion: Nothing could have prepared me for the pain of telling the truth about Larry Nassar. I lost my church. I lost my closest fr…,886,41003697,New York City,nytimes,True,,372
2018/1/27,11:55,957220594411556865,Caroline Wozniacki Defeats Simona Halep to Win Australian Open https://t.co/gOSy1Q5uVa,886,41003697,New York City,nytimes,True,,80
2018/1/27,11:55,957220466271358976,"Breaking News: Prince Alwaleed bin Talal, Saudi Arabia's most prominent investor, was freed after months of detenti… https://t.co/R3Y19XVxSz",886,41003697,New York City,nytimes,True,,96
2018/1/27,11:41,957216926622715906,The genes you receive from your parents shape everything about you. But ones you don't inherit may be almost as inf… https://t.co/P3dvOxy450,886,41003697,New York City,nytimes,True,,104
2018/1/27,11:21,957212026635513857,"Kaia Gerber’s Dad Was a Model, Too https://t.co/dgx23cVNGm",886,41003697,New York City,nytimes,True,,34
2018/1/27,11:17,957211075316985856,Table for Three: The Mind Meld of Bill Gates and Steven Pinker https://t.co/F6pp2YLuSe,886,41003697,New York City,nytimes,True,,58
2018/1/27,11:10,957209311662493697,CBS only airs the latest Star Trek spinoff on its new subscription service. But this Trekkie says no. https://t.co/1IM6ZEHhjz,886,41003697,New York City,nytimes,True,,39
2018/1/27,10:51,957204345291988997,"Years After Woman’s Murder, Investigators Uncover Plot Fueled by ‘Money, Greed, Drugs’ https://t.co/FwglKFgEVW",886,41003697,New York City,nytimes,True,,34
2018/1/27,10:47,957203452937064449,"A Good Appetite: Beef and Onions, Made Better With Beer https://t.co/9lii8OVu2c",886,41003697,New York City,nytimes,True,,64
2018/1/27,10:44,957202550096322560,"Trilobites: This Is How You Escape a Cheetah, if You’re an Impala https://t.co/BgeJUIDzxD",886,41003697,New York City,nytimes,True,,29
2018/1/27,10:31,957199467643580418,How to keep children safe from abuse at the pediatrician's office https://t.co/i0sfzcJ7Wb,886,41003697,New York City,nytimes,True,,73
2018/1/27,10:12,957194474312040449,"RT @nytopinion: Some billionaires, already invincible in every other way, have decided that they also deserve not to die https://t.co/QHXSk…",886,41003697,New York City,nytimes,True,,39
2018/1/27,9:59,957191280785805313,Dozens Feared Dead as Massive Explosion Rocks Kabul https://t.co/75qeo3WCPY,886,41003697,New York City,nytimes,True,,100
2018/1/27,9:46,957188043672301568,RT @nytimesmusic: Can you tell what a song is used for even when you have no experience of the culture that made it? Take the quiz. https:/…,886,41003697,New York City,nytimes,True,,28
2018/1/27,9:30,957183990292721665,"She and her friend are the same age, but her friend doesn't want her peers in Hollywood to know that. Should she be… https://t.co/TKULJJZXH6",886,41003697,New York City,nytimes,True,,33
2018/1/27,9:13,957179808110268417,"Agnes Chow, 21, is the latest democracy activist to be barred from public office in Hong Kong. She helped lead the… https://t.co/Ij2ml20zsG",886,41003697,New York City,nytimes,True,,107
2018/1/27,8:56,957175459090980864,The BBC is reducing the salaries of some of its male journalists after criticism over unequal pay https://t.co/MsljH9CeO9,886,41003697,New York City,nytimes,True,,143
2018/1/27,8:39,957171281488695296,RT @rpogrebin: Scientists say a Trump donor who questions climate change does not belong on the board of a Natural History Museum; time for…,886,41003697,New York City,nytimes,True,,69
2018/1/27,8:22,957166810771722241,RT @KeithBradsher: China now emits more CO2 from burning fossil fuels than the U.S. and Europe combined -- and China's emissions of this cl…,886,41003697,New York City,nytimes,True,,108
2018/1/27,7:51,957159090081423360,52 places to go 2018: Where to Get Healthier in 2018 https://t.co/Ii4So42PZg,886,41003697,New York City,nytimes,True,,55
2018/1/27,7:40,957156363364429824,Oscars 2018: Where to stream the nominated movies https://t.co/NhqBGqw9t1,886,41003697,New York City,nytimes,True,,102
2018/1/27,7:20,957151362244141056,Hong Kong Bars Democracy Advocate From Running for Legislature https://t.co/Zevgw2dbVu,886,41003697,New York City,nytimes,True,,86
2018/1/27,7:6,957147699819831296,"Early photography was experimental, steeped in mystery and chance. Now artists are trying to rediscover some of its… https://t.co/LvTWYiBUAS",886,41003697,New York City,nytimes,True,,75
2018/1/27,6:47,957142898151215105,"RT @noamscheiber: Remember when we used to worry that big mergers and acquisitions would screw consumers? Well, we weren't wrong. But now t…",886,41003697,New York City,nytimes,True,,144
2018/1/27,6:26,957137794123657216,How to make mosquitoes bite your friend instead (if you’re that kind of person) https://t.co/0iZbgR3hR6,886,41003697,New York City,nytimes,True,,90
2018/1/27,6:9,957133521939812352,"RT @nytpolitics: President Trump and his Republican allies are demanding an end to what they call ""chain migration."" A fact check: https://…",886,41003697,New York City,nytimes,True,,36
2018/1/27,5:52,957129127890386944,Highlights from the report to the FDA about the benefits and risks of e-cigarettes https://t.co/NNp0kA5wX1,886,41003697,New York City,nytimes,True,,99
2018/1/27,5:34,957124545827295232,"The discovery of a jawbone in a cave in Israel suggests the migration of our species from Africa began 50,000 years… https://t.co/TEnVs5RH6d",886,41003697,New York City,nytimes,True,,352
2018/1/27,5:18,957120489226407937,"RT @NYTmag: Behind the scenes of @RuPaulsDragRace, a show seen as the forefront of the gender revolution: https://t.co/roe4LQ1tcy",886,41003697,New York City,nytimes,True,,31
2018/1/27,5:12,957119163759235072,Op-Ed Contributor: Will America Stand Again With the World’s Refugees? https://t.co/Bn1i5oBtxB,886,41003697,New York City,nytimes,True,,79
2018/1/27,5:3,957116718651969542,Afghanistan's largest airline is reeling after a Taliban attack killed 9 crew members https://t.co/N2LxXmNonF,886,41003697,New York City,nytimes,True,,102
2018/1/27,4:48,957112960614354945,"RT @RaR: Five years after a woman's murder, the case had grown cold. Then, investigators said they uncovered a stunning plot involving her…",886,41003697,New York City,nytimes,True,,32
2018/1/27,4:33,957109197153423360,The BBC is reducing the salaries of some of its male journalists after criticism over unequal pay https://t.co/jI5WJpQtxM,886,41003697,New York City,nytimes,True,,345
2018/1/27,4:18,957105400754552832,Some people who live in the Arctic Circle don’t see the sun for weeks. We asked them what it is like to live in dar… https://t.co/gtf4Pvz1QP,886,41003697,New York City,nytimes,True,,299
2018/1/27,4:3,957101630960422912,"Another Friday, another weekly news quiz. Tell us how you did. https://t.co/7ZTlReolRD",886,41003697,New York City,nytimes,True,,37
2018/1/27,3:48,957097850323783680,Curators at the American Museum of Natural History sent a letter protesting Rebekah Mercer’s position on the board https://t.co/0X60MUA48U,886,41003697,New York City,nytimes,True,,413
2018/1/27,3:32,957093821925519360,"Stephen Wynn, casino mogul, accused of decades of sexual misconduct https://t.co/HGyWhrIYDE",886,41003697,New York City,nytimes,True,,223
2018/1/27,3:18,957090311733465088,"RT @nytpolitics: Even as a series of firings and resignations roiled the first year of the Trump administration, Donald McGahn maintained a…",886,41003697,New York City,nytimes,True,,45
2018/1/27,3:3,957086527212982272,"In the bathroom at Public School X811, officers looked for clues surrounding his death, but instead found articles… https://t.co/M6ur1VxMh8",886,41003697,New York City,nytimes,True,,59
2018/1/27,2:48,957082754860109829,Elephants are afraid of bees. Intensely afraid. https://t.co/jr7YMutvgs,886,41003697,New York City,nytimes,True,,566
2018/1/27,2:41,957081003759202304,"RT @kenvogel: NEW: STEVE WYNN had been a mid-tier bipartisan donor until Obamacare. After that, he pivoted right &amp; ramped up his giving. ht…",886,41003697,New York City,nytimes,True,,192
2018/1/27,2:33,957078966363357184,"Rachael Denhollander, in @nytopinion: ""Absolutely nothing could have prepared me for the pain of being the first to… https://t.co/lTKI7I7kXC",886,41003697,New York City,nytimes,True,,233
2018/1/27,2:18,957075190420262915,RT @NYTSports: So maybe $2 hot dogs and $5 cheeseburgers can work in NFL stadiums after all. https://t.co/TFnV3SpGYU,886,41003697,New York City,nytimes,True,,47
2018/1/27,2:3,957071419669610496,Evening Briefing: Here's what you need to know at the end of the day https://t.co/52G6fk09RM,886,41003697,New York City,nytimes,True,,39
2018/1/27,1:47,957067401509720065,"Every remaining member of the U.S.A. Gymnastics board will resign, in the latest fallout from a sex abuse scandal i… https://t.co/iFsGNQ1Yfa",886,41003697,New York City,nytimes,True,,447
2018/1/27,1:33,957063895138684930,"She was all buckled in for a flight to say goodbye to her mother. Minutes before takeoff, her ticket was canceled. https://t.co/DvxE1wTf3q",886,41003697,New York City,nytimes,True,,176
2018/1/27,1:18,957060106788786176,RT @maggieNYT: Every relationship Trump has has a shelf life. Some come back to life. But the countdown clock has started w Kelly https://t…,886,41003697,New York City,nytimes,True,,583
2018/1/27,1:3,957056332380680192,"""You might think we stumble around in plain darkness for 2 months, but indirect light from under the horizon colors… https://t.co/knla71uOeW",886,41003697,New York City,nytimes,True,,162
2018/1/27,0:48,957052546799079424,"After the Seine River overflowed its banks for the second time in 18 months, Parisians are asking whether they simp… https://t.co/DVm0JI0dJl",886,41003697,New York City,nytimes,True,,188
2018/1/27,0:33,957048786261544960,Here's the 2018 election calendar https://t.co/eblF7s3YiE,886,41003697,New York City,nytimes,True,,290
2018/1/27,0:18,957045003737616385,RT @nytopinion: The president of the United States has tried repeatedly to shut down an investigation into whether his campaign coordinated…,886,41003697,New York City,nytimes,True,,151
2018/1/27,0:3,957041230734602240,A Trump donor who funds groups that question climate change does not belong on the American Museum of Natural Histo… https://t.co/4mNzRFx1UP,886,41003697,New York City,nytimes,True,,429
2018/1/26,23:48,957037451930894337,Evening Briefing: Here's what you need to know at the end of the day https://t.co/26vHqOOwNe,886,41003697,New York City,nytimes,True,,59
2018/1/26,23:33,957033670027726853,"In the next 7 years, worldwide plastics entering the ocean are projected to increase tenfold https://t.co/SIY9IsTSoW",886,41003697,New York City,nytimes,True,,503
2018/1/26,23:18,957029889227526149,RT @rpogrebin: Fallout from sexual misconduct allegations against the artist Chuck Close: the National Gallery of Art cancels an upcoming s…,886,41003697,New York City,nytimes,True,,48
2018/1/26,23:3,957026124504199168,Are you a grammar geek? Test your editing skills in our new quiz. https://t.co/En2V54Gzm6,886,41003697,New York City,nytimes,True,,243
2018/1/26,22:48,957022353409617920,How this flu season compares with recent ones https://t.co/PnWDXxQHFn https://t.co/MsRzAquLck,886,41003697,New York City,nytimes,True,,160
2018/1/26,22:33,957018571921674241,"Women finally outnumbered men in the incoming class at Oxford this year. It only took 1,000 years. https://t.co/sP5tAsHGg3",886,41003697,New York City,nytimes,True,,1886
2018/1/26,22:20,957015306886680576,RT @clairecm: A bar. A young female bartender. A creepy co-worker. We took a sexual harassment film scene and asked 5 experts on harassment…,886,41003697,New York City,nytimes,True,,39
2018/1/26,22:10,957012791059238913,"""With Bitcoin, you know exactly how much you invest, how much you stand to lose, how much you own. Going into this… https://t.co/f8nYk9rfDP",886,41003697,New York City,nytimes,True,,90
2018/1/26,22:0,957010344483983362,RT @NYTMetro: Here's to the Instagram before the internet existed: The humble (and frequently strange) postcard. https://t.co/c68CVYACiA,886,41003697,New York City,nytimes,True,,32
2018/1/26,21:50,957007779843190784,"About 1,200 Yale students signed up for a new psychology course, making it the most popular in the school's history… https://t.co/xaamcC0tFN",886,41003697,New York City,nytimes,True,,409
2018/1/26,21:40,957005237251911680,A senior adviser to Hillary Clinton’s 2008 campaign who was accused of sexual harassment was kept on the campaign a… https://t.co/Jr5oupdNYO,886,41003697,New York City,nytimes,True,,131
2018/1/26,21:30,957002778823593984,"Depending on whom you ask, Cecile Richards is a national ""hero"" or a ""deeply evil woman"" https://t.co/Z7gNIY9qnF",886,41003697,New York City,nytimes,True,,55
2018/1/26,21:20,957000257149308931,"Opinion: ""I live for 3 months, take a deep breath and hope to start over again. I will probably do this for the res… https://t.co/i8I3zOZw3I",886,41003697,New York City,nytimes,True,,68
2018/1/26,21:10,956997697994739716,RT @NYTScience: You are shaped by the genes you inherit. And maybe by those you don’t. https://t.co/zcxwwII4Np,886,41003697,New York City,nytimes,True,,35
2018/1/26,21:2,956995674687631360,"RT @nytimesmusic: At the Grammys on Sunday night, SZA is the most nominated woman. When her album arrived, however, she was ready for it to…",886,41003697,New York City,nytimes,True,,19
2018/1/26,20:57,956994421341515776,"'In Arkhangelsk, the 2 to 3 hours of dim light was bad enough, but I had to move to Tromso to see what complete dar… https://t.co/BqoNhE5vaz",886,41003697,New York City,nytimes,True,,123
2018/1/26,20:47,956991896861200385,"RT @UpshotNYT: Wait, was that harassment? David Schwimmer wants people to know what it looks like. https://t.co/9ZKtZYSV7O",886,41003697,New York City,nytimes,True,,24
2018/1/26,20:37,956989381323214848,How to keep children safe from abuse at the pediatrician's office https://t.co/TKh11GvlGq,886,41003697,New York City,nytimes,True,,111
2018/1/26,20:27,956986887482302465,A Trump administration decision to place duties on imported Canadian jets — a sore point in Nafta talks — was struc… https://t.co/mVpdAFuw3z,886,41003697,New York City,nytimes,True,,203
2018/1/26,20:17,956984339782406145,"President Trump arrived in Davos cast as a wrecking ball aimed at globalization. After 2 days, he appeared to have… https://t.co/bYWXFL2A4w",886,41003697,New York City,nytimes,True,,109
2018/1/26,20:7,956981839801061378,"Parrots are beautiful, affectionate and intelligent, but they can also throw tantrums like a toddler. This bird afi… https://t.co/N951m3OPaR",886,41003697,New York City,nytimes,True,,67
2018/1/26,19:57,956979322144940032,"""RuPaul’s Drag Race All Stars"" is back for season 3. Here's our recap of the first episode: https://t.co/PLBcFv7WY3",886,41003697,New York City,nytimes,True,,32
2018/1/26,19:47,956976798943928321,CBS only airs the latest Star Trek spinoff on its new subscription service. But this Trekkie says no. https://t.co/l9o5ltRrhx,886,41003697,New York City,nytimes,True,,53
2018/1/26,19:37,956974284550934529,"RT @nytpolitics: On a map, it looks like Goofy kicking Donald Duck. In court, it looked unconstitutional. For voters, Pennsylvania's gerrym…",886,41003697,New York City,nytimes,True,,39
2018/1/26,19:27,956971766534037505,"""Murphy Brown"" is coming back. In 1992, the show and Dan Quayle topped our front page. https://t.co/bNXgwMYil7",886,41003697,New York City,nytimes,True,,77
2018/1/26,19:17,956969249796485120,"With or without U.S. funding, Unesco is still celebrating American cities like Kansas City, San Antonio and Seattle https://t.co/PeKF3m0Q96",886,41003697,New York City,nytimes,True,,72
2018/1/26,19:7,956966750742089728,"As a guide in the Andes, he has spent a lifetime hauling gear for climbers and scientists. He can't believe the mag… https://t.co/afFHKeE7BD",886,41003697,New York City,nytimes,True,,168
2018/1/26,18:57,956964217407590400,"Rachael Denhollander, in @nytopinion: ""Absolutely nothing could have prepared me for the pain of being the first to… https://t.co/GKqG9crPRM",886,41003697,New York City,nytimes,True,,191
2018/1/26,18:47,956961698346356742,RT @sisario: The music industry has mostly ducked the #MeToo movement. Can white roses at the Grammys change that? https://t.co/aLQqJej8W2,886,41003697,New York City,nytimes,True,,126
2018/1/26,18:37,956959190500741121,At least 30 African migrants and refugees drowned while trying to return to their home countries from Yemen https://t.co/CBo0m4H0IN,886,41003697,New York City,nytimes,True,,108
2018/1/26,18:27,956956670999126016,"You just can't quit Equifax, no matter how angry you are. But your employer can. https://t.co/qCzGE1z9sG",886,41003697,New York City,nytimes,True,,90
2018/1/26,18:17,956954162272534529,A French supermarket chain slashed the price of Nutella by 70%. Shoppers went a little crazy. https://t.co/IfD2oRGYZX,886,41003697,New York City,nytimes,True,,254
2018/1/26,18:7,956951642250907649,"The Indianapolis Star started looking into allegations against Larry Nassar in 2016. Now, belatedly, the newspaper… https://t.co/KRrvlEE7UB",886,41003697,New York City,nytimes,True,,192
2018/1/26,17:57,956949187131838467,"Nationally, the number of people who are falling ill with flu is still increasing. More worrying, the hospitalizati… https://t.co/3rImFBtsn8",886,41003697,New York City,nytimes,True,,140
2018/1/26,17:56,956948921296785414,"This year’s flu season is now more intense than any since the 2009 swine flu pandemic and is still getting worse, f… https://t.co/xiBgJcQ0Qw",886,41003697,New York City,nytimes,True,,366
2018/1/26,17:47,956946600877789184,A huge math discovery was made in the unlikeliest of places: a church computer in a Memphis suburb https://t.co/DmEEnrKQ4L,886,41003697,New York City,nytimes,True,,152
2018/1/26,17:37,956944099646627841,"Fact Check: President Trump's Davos speech mixed facts, falsehoods and claims that could use context https://t.co/4p7LKLfrrY",886,41003697,New York City,nytimes,True,,1017
2018/1/26,17:27,956941563908775936,The BBC is reducing the salaries of some of its male journalists after criticism over unequal pay https://t.co/do85QZOxHl,886,41003697,New York City,nytimes,True,,437
2018/1/26,17:17,956939056050524160,RT @nytimesworld: The United States supports Kurdish fighters in Syria. Turkey considers these Kurds terrorists. The United States and Turk…,886,41003697,New York City,nytimes,True,,104
2018/1/26,17:7,956936537329029121,"Another Friday, another weekly news quiz. Tell us how you did. https://t.co/yoMjuSqTxG",886,41003697,New York City,nytimes,True,,33
2018/1/26,16:57,956934026127904768,RT @NYTMetro: What if the governor's case for nicer subway stations is right? Perhaps we might stop them from crumbling. https://t.co/wuLC1…,886,41003697,New York City,nytimes,True,,24
2018/1/26,16:47,956931502285230082,"Governors from around the U.S. gave their their annual State of the State addresses. Despite the usual, we managed… https://t.co/LlvOlaPRSo",886,41003697,New York City,nytimes,True,,45
2018/1/26,16:37,956929091701231617,"Hillary Clinton’s senior adviser was docked several weeks of pay and ordered to undergo counseling, and the young w… https://t.co/klpDkpWeSK",886,41003697,New York City,nytimes,True,,205
2018/1/26,16:32,956927877873881088,Breaking News: A senior adviser to Hillary Clinton’s 2008 campaign who was accused of sexual harassment was kept on… https://t.co/jP24BhRdtn,886,41003697,New York City,nytimes,True,,949
2018/1/26,16:28,956926873711398912,Michigan State's athletic director will resign. He's the latest to fall in the case of the doctor who assaulted sco… https://t.co/J7jAIWGrwa,886,41003697,New York City,nytimes,True,,197
2018/1/26,16:27,956926475327983616,"RT @nytimesworld: After the Seine overflowed its banks for the second time in 18 months, Parisians are asking whether they simply need to g…",886,41003697,New York City,nytimes,True,,48
2018/1/26,16:17,956923946703745024,"Betsy DeVos, the Michigan attorney general and state legislators all want to know what Michigan State knew about La… https://t.co/rtYBJGugdA",886,41003697,New York City,nytimes,True,,58
